User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Partner_Priorities 2,Partner_Priorities 3
480,19,Female,Delhi,Graduate,Intern,Tinder,Tinder,Monthly,03.00.00,Casual Fun,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance , Interests , Personality
481,24,Others,Pune,Undergraduate,Student,OkCupid,Bumble,Weekly,01.30.00,Finding a Partner,1,None,Detailed Profiles,Voice Notes,Personality , Interests , Values
482,18,Female,Hyderabad,Postgraduate,Part-time Job,NA,OkCupid,Monthly,03.00.00,Casual Fun,1,Safety Concerns,Video Calls,Voice Notes,Appearance , Interests , Personality
483,18,Others,Chennai,Graduate,Freelancer,OkCupid,Tinder,Monthly,00.30.00,Finding a Partner,3,None,Video Calls,Video Calls,Personality , Interests , Values
484,20,Female,Pune,Undergraduate,Intern,OkCupid,OkCupid,Daily,03.00.00,Casual Dating,3,Time-Wasting,Video Calls,Voice Notes,Personality , Interests , Values
485,24,Others,Mumbai,Postgraduate,Student,OkCupid,None,Weekly,00.30.00,Social Interaction,4,Lack of Genuine Matches,AI Recommendations,Text,Personality , Interests , Values
486,23,Male,Pune,Graduate,Student,Hinge,Tinder,Daily,00.30.00,Casual Dating,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality , Interests , Values
487,21,Female,Mumbai,Graduate,Freelancer,Bumble,Tinder,Monthly,03.00.00,Finding a Partner,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality , Interests , Values
488,19,Female,Mumbai,Graduate,Student,Bumble,None,Monthly,01.30.00,Finding a Partner,3,Time-Wasting,Location-Based Matching,Text,Personality , Interests , Values
489,25,Female,Delhi,Graduate,Full-time Job,Hinge,None,Monthly,03.00.00,Casual Fun,1,None,Audio Calls,Text,Personality , Interests , Values
490,25,Female,Chennai,Postgraduate,Student,OkCupid,Hinge,Daily,01.30.00,Casual Dating,5,Lack of Genuine Matches,AI Recommendations,Text,Personality , Interests , Values
491,25,Female,Kolkata,Graduate,Student,OkCupid,Hinge,Daily,03.00.00,Casual Fun,3,Lack of Genuine Matches,AI Recommendations,Text,Personality , Interests , Values
492,24,Female,Mumbai,Undergraduate,Part-time Job,Bumble,None,Monthly,1.00.00,Casual Fun,5,Safety Concerns,Audio Calls,Voice Notes,Appearance , Interests , Personality
493,24,Female,Mumbai,Postgraduate,Intern,Tinder,Bumble,Weekly,02.00.00,Casual Dating,5,Time-Wasting,Location-Based Matching,Video Calls,Appearance , Interests , Personality
494,20,Male,Mumbai,Undergraduate,Freelancer,Tinder,None,Daily,00.30.00,Social Interaction,1,None,Video Calls,Video Calls,Personality , Interests , Values
495,19,Female,Chennai,Graduate,Intern,OkCupid,Tinder,Weekly,00.30.00,Finding a Partner,3,Time-Wasting,Location-Based Matching,Video Calls,Personality , Interests , Values
496,23,Female,Mumbai,Undergraduate,Intern,Tinder,Hinge,Weekly,01.30.00,Casual Dating,2,None,Audio Calls,Voice Notes,Personality , Interests , Values
497,23,Male,Mumbai,Postgraduate,Intern,OkCupid,Tinder,Daily,02.00.00,Casual Fun,1,Time-Wasting,Video Calls,Video Calls,Values , Personality , Appearance
498,22,Male,Hyderabad,Graduate,Freelancer,NA,Hinge,Monthly,02.00.00,Casual Fun,2,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance , Interests , Personality
499,21,Female,Kolkata,Graduate,Student,Tinder,Hinge,Daily,01.30.00,Casual Dating,3,Lack of Genuine Matches,Detailed Profiles,Text,Appearance , Interests , Personality
500,22,Male,Mumbai,Graduate,Part-time Job,NA,Hinge,Weekly,01.30.00,Casual Fun,2,Time-Wasting,AI Recommendations,Video Calls,Appearance , Interests , Personality
